dataset,model,protocol,level,seed,accuracy,balanced_accuracy,sensitivity,specificity,f1,roc_auc,mcc,accuracy_bootmean,accuracy_lo95,accuracy_hi95,roc_auc_bootmean,roc_auc_lo95,roc_auc_hi95,sensitivity_bootmean,sensitivity_lo95,sensitivity_hi95,specificity_bootmean,specificity_lo95,specificity_hi95,p1_leak_fraction,acc_same_subject_seen,acc_subject_unseen,permutation_floor_balacc,permutation_floor_auc,permutation_floor_acc
handpd:meander,resnet50,P1_image,image,2,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.8495213963963965,0.0,0.7985869565217392,0.717391304347826,0.8804347826086957,0.8454147293719771,0.7521315818085598,0.9094975657475658,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,resnet50,P1_image,subject,2,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.8843843843843844,0.0,0.8015760869565217,0.717391304347826,0.8807065217391306,0.8835925389810331,0.7883774509803921,0.9687809067390475,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,resnet50,P2_subject,image,2,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.8310341591591592,0.0,0.8026086956521739,0.7171195652173913,0.8804347826086957,0.832841944077,0.7163070436507937,0.9344840628123463,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,resnet50,P2_subject,subject,2,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.8536036036036037,0.0,0.8015760869565217,0.717391304347826,0.8807065217391306,0.8589098506653332,0.755741341991342,0.9578008437456776,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,resnet50,leakage_probe,image,2,,,,,,,,,,,,,,,,,,,,0.9565217391304348,0.8068181818181818,0.75,0.5,0.5878847597597597,0.8043478260869565
handpd:meander,efficientnet_b0,P1_image,image,2,0.8125,0.5208333333333334,1.0,0.041666666666666664,0.8956127080181543,0.8631756756756757,0.18382044047901622,0.8068478260869566,0.7335597826086957,0.8886548913043478,0.8601971811622916,0.7680176637883772,0.9280790115738692,1.0,1.0,1.0,0.04082632266156503,0.0,0.09090909090909091,,,,,,
handpd:meander,efficientnet_b0,P1_image,subject,2,0.8043478260869565,0.5,1.0,0.0,0.891566265060241,0.9241741741741741,0.0,0.8015760869565217,0.717391304347826,0.8807065217391306,0.9325645065311161,0.8404198841698842,0.9898331290849673,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,
handpd:meander,efficientnet_b0,P2_subject,image,2,0.8342391304347826,0.5816441441441441,0.9966216216216216,0.16666666666666666,0.9062980030721967,0.8419669669669668,0.3508983188501815,0.8330027173913044,0.7635190217391304,0.8967391304347826,0.8419637802565907,0.7470786785856688,0.918279980742297,0.9966238823596728,0.9892778361344539,1.0,0.16847570868524392,0.06237980769230769,0.2876654411764706,,,,,,
handpd:meander,efficientnet_b0,P2_subject,subject,2,0.8260869565217391,0.5555555555555556,1.0,0.1111111111111111,0.9024390243902439,0.8678678678678678,0.302254900194121,0.8226086956521739,0.7391304347826086,0.9021739130434783,0.8748135705700022,0.787535373608903,0.9435208048530417,1.0,1.0,1.0,0.10654135774561808,0.0,0.2669444444444445,,,,,,
handpd:meander,efficientnet_b0,leakage_probe,image,2,,,,,,,,,,,,,,,,,,,,0.9565217391304348,0.8153409090909091,0.75,0.5,0.5782188438438438,0.8043478260869565
